order_id,date,product,category,quantity,unit_price,discount_percentage,region,payment_method,customer_segment,sales_channel,shipping_method,customer_id,salesperson_id,customer_name,country,state,salesperson_name,discount_amount,subtotal,total_amount,shipping_cost,final_amount,returned
ORD-000350,2021-12-20T06:00:00.000000,Headphones,Electronics,9,1283.16,5,South,Credit Card,Enterprise,Direct Sales,Next Day,CUST-00133,SP-012,Karen Wang,Australia,Victoria,James Roy,577.42,11548.44,10971.02,50,11021.02,false
ORD-000383,2021-12-22T20:00:00.000000,Printer,Electronics,1,1567.15,15,East,Cash,Government,Direct Sales,Pickup,CUST-00087,SP-015,Richard Miller,United States,Ohio,Ming Nielsen,235.07,1567.15,1332.08,0,1332.08,false
ORD-000406,2021-12-26T05:00:00.000000,Keyboard,Peripherals,2,535.57,5,Central,Debit Card,Consumer,Online,Next Day,CUST-00097,SP-014,Elena Li,Germany,Bavaria,Sarah Ahmed,53.56,1071.14,1017.58,50,1067.58,false
ORD-000643,2021-12-27T12:00:00.000000,Tablet,Electronics,7,997.95,5,Central,PayPal,Enterprise,Online,Next Day,CUST-00319,SP-040,Carlos Nielsen,Canada,Alberta,Karen Le,349.28,6985.65,6636.37,50,6686.37,false
ORD-000878,2021-12-28T08:00:00.000000,Monitor,Accessories,8,820.76,0,Central,Credit Card,Government,Distributor,Standard,CUST-00152,SP-007,Pavel Ivanov,United States,California,Juan Cohen,0.0,6566.08,6566.08,10,6576.08,false
ORD-000191,2021-12-28T18:00:00.000000,Laptop,Electronics,7,537.42,15,Central,Debit Card,Enterprise,Distributor,Standard,CUST-00122,SP-020,Noah Ivanov,Australia,New South Wales,Susan Le,564.29,3761.94,3197.65,10,3207.65,false
ORD-000174,2021-12-30T15:00:00.000000,Tablet,Peripherals,1,1857.87,0,East,Cash,Small Business,Retail Store,Standard,CUST-00300,SP-029,David Ivanov,United States,Florida,Isabella Popov,0.0,1857.87,1857.87,10,1867.87,false
ORD-000368,2022-01-01T08:00:00.000000,Monitor,Accessories,2,1602.67,15,South,Credit Card,Government,Retail Store,Pickup,CUST-00263,SP-019,Li Davis,Germany,North Rhine-Westphalia,Anna Miller,480.8,3205.34,2724.54,0,2724.54,false
ORD-000965,2022-01-03T06:00:00.000000,Keyboard,Peripherals,3,868.27,5,North,Bank Transfer,Small Business,Online,Standard,CUST-00221,SP-038,Thomas Ahmed,Canada,Ontario,Sofia Mueller,130.24,2604.81,2474.57,10,2484.57,false
ORD-000793,2022-01-04T19:00:00.000000,Monitor,Accessories,9,253.69,20,South,PayPal,Government,Distributor,Standard,CUST-00134,SP-014,David Tremblay,Germany,Saxony,Sarah Ahmed,456.64,2283.21,1826.57,10,1836.57,false
ORD-000344,2022-01-06T02:00:00.000000,Laptop,Peripherals,6,1821.05,5,South,PayPal,Consumer,Distributor,Standard,CUST-00092,SP-001,James Wang,United States,North Carolina,Yan Jensen,546.32,10926.3,10379.98,10,10389.98,false
ORD-000879,2022-01-07T21:00:00.000000,Monitor,Peripherals,4,404.47,10,North,Debit Card,Consumer,Retail Store,Pickup,CUST-00492,SP-038,Jennifer Popov,Germany,Saxony,Sofia Mueller,161.79,1617.88,1456.09,0,1456.09,false
ORD-000058,2022-01-09T03:00:00.000000,Laptop,Accessories,5,450.4,15,West,Cash,Government,Direct Sales,Express,CUST-00243,SP-016,Lucas Suzuki,United States,Ohio,Ming Smirnov,337.8,2252.0,1914.2,25,1939.2,false
ORD-000573,2022-01-09T09:00:00.000000,Monitor,Peripherals,6,1463.76,10,North,Cash,Consumer,Retail Store,Pickup,CUST-00360,SP-003,John Li,Germany,North Rhine-Westphalia,Mia Schmidt,878.26,8782.56,7904.3,0,7904.3,false
ORD-000380,2022-01-09T12:00:00.000000,Keyboard,Electronics,1,566.04,10,Central,Credit Card,Government,Direct Sales,Standard,CUST-00066,SP-019,Patricia Kumar,Australia,South Australia,Anna Miller,56.6,566.04,509.44,10,519.44,false
ORD-000863,2022-01-10T04:00:00.000000,Mouse,Peripherals,3,199.77,0,West,Debit Card,Enterprise,Direct Sales,Pickup,CUST-00347,SP-023,Luis Jones,United Kingdom,Scotland,Yan Fischer,0.0,599.31,599.31,0,599.31,false
ORD-000231,2022-01-10T10:00:00.000000,Keyboard,Peripherals,10,87.3,10,South,Credit Card,Government,Distributor,Pickup,CUST-00425,SP-038,Elena Ivanov,United Kingdom,Wales,Sofia Mueller,87.3,873.0,785.7,0,785.7,false
ORD-000565,2022-01-12T11:00:00.000000,Keyboard,Accessories,7,1001.28,10,South,Cash,Small Business,Direct Sales,Standard,CUST-00355,SP-002,Robert Fischer,Canada,Nova Scotia,James Roy,700.9,7008.96,6308.06,10,6318.06,false
ORD-000110,2022-01-15T03:00:00.000000,Printer,Electronics,9,1833.37,0,South,Credit Card,Government,Retail Store,Next Day,CUST-00471,SP-049,Richard Tran,Canada,British Columbia,Elizabeth Sharma,0.0,16500.33,16500.33,50,16550.33,false
ORD-000403,2022-01-15T09:00:00.000000,Tablet,Peripherals,9,1992.51,15,South,PayPal,Government,Distributor,Next Day,CUST-00292,SP-044,Li Jones,United States,Florida,Emma Kumar,2689.89,17932.59,15242.7,50,15292.7,false
ORD-000895,2022-01-19T12:00:00.000000,Keyboard,Electronics,5,1289.06,0,South,Credit Card,Enterprise,Online,Next Day,CUST-00260,SP-049,Fatima Mueller,Canada,Nova Scotia,Elizabeth Sharma,0.0,6445.3,6445.3,50,6495.3,false
ORD-000907,2022-01-21T20:00:00.000000,Keyboard,Electronics,10,1697.1,0,South,Credit Card,Government,Direct Sales,Standard,CUST-00173,SP-001,Juan Williams,Canada,Nova Scotia,Yan Jensen,0.0,16971.0,16971.0,10,16981.0,false
ORD-000400,2022-01-22T09:00:00.000000,Monitor,Electronics,8,1781.83,15,Central,Debit Card,Small Business,Online,Pickup,CUST-00292,SP-012,Li Jones,United States,Florida,James Roy,2138.2,14254.64,12116.44,0,12116.44,false
ORD-000212,2022-01-26T01:00:00.000000,Mouse,Accessories,8,1370.03,20,West,Bank Transfer,Enterprise,Retail Store,Pickup,CUST-00320,SP-039,Emma Nowak,United Kingdom,Scotland,Wei Wang,2192.05,10960.24,8768.19,0,8768.19,false
ORD-000140,2022-02-04T15:00:00.000000,Smartphone,Accessories,3,1868.79,0,Central,PayPal,Consumer,Online,Pickup,CUST-00494,SP-036,Richard Martinez,United States,California,Pavel Le,0.0,5606.37,5606.37,0,5606.37,false
ORD-000619,2022-02-08T04:00:00.000000,Keyboard,Electronics,4,328.85,5,East,Credit Card,Consumer,Retail Store,Standard,CUST-00464,SP-008,Akiko Brown,Canada,Quebec,Omar Cohen,65.77,1315.4,1249.63,10,1259.63,false
ORD-000127,2022-02-08T12:00:00.000000,Monitor,Peripherals,5,468.09,15,North,Bank Transfer,Enterprise,Retail Store,Standard,CUST-00240,SP-030,Lucas Patel,Germany,Baden-Württemberg,Wei Singh,351.07,2340.45,1989.38,10,1999.38,false
ORD-000847,2022-02-09T17:00:00.000000,Speaker,Electronics,4,1383.54,15,East,Cash,Enterprise,Online,Pickup,CUST-00082,SP-034,Charlotte Tremblay,United States,Pennsylvania,Luis Zhang,830.12,5534.16,4704.04,0,4704.04,false
ORD-000941,2022-02-14T14:00:00.000000,Headphones,Electronics,9,484.22,0,South,Debit Card,Enterprise,Retail Store,Pickup,CUST-00059,SP-016,Lucas Fischer,Australia,Victoria,Ming Smirnov,0.0,4357.98,4357.98,0,4357.98,true
ORD-000667,2022-02-14T21:00:00.000000,Headphones,Electronics,7,1825.68,0,North,Debit Card,Government,Direct Sales,Next Day,CUST-00298,SP-033,Ava Martin,United Kingdom,Northern Ireland,Yan Tremblay,0.0,12779.76,12779.76,50,12829.76,true
ORD-000962,2022-02-16T19:00:00.000000,Monitor,Electronics,4,501.38,15,Central,Cash,Consumer,Direct Sales,Express,CUST-00214,SP-005,Hiroshi Ivanov,Canada,Saskatchewan,David Kim,300.83,2005.52,1704.69,25,1729.69,false
ORD-000473,2022-02-19T09:00:00.000000,Keyboard,Peripherals,1,1425.02,5,Central,Debit Card,Small Business,Direct Sales,Next Day,CUST-00373,SP-002,Charlotte Martinez,Canada,Quebec,James Roy,71.25,1425.02,1353.77,50,1403.77,false
ORD-000230,2022-02-20T20:00:00.000000,Smartphone,Peripherals,8,212.93,15,West,PayPal,Consumer,Online,Next Day,CUST-00178,SP-005,Ethan Tran,United States,California,David Kim,255.52,1703.44,1447.92,50,1497.92,false
ORD-000678,2022-02-21T11:00:00.000000,Monitor,Accessories,6,513.08,0,West,PayPal,Small Business,Retail Store,Express,CUST-00227,SP-024,Sofia Singh,Canada,Quebec,Richard Kumar,0.0,3078.48,3078.48,25,3103.48,false
ORD-000858,2022-02-23T18:00:00.000000,Monitor,Peripherals,4,864.45,10,North,PayPal,Consumer,Online,Next Day,CUST-00089,SP-015,Mason Le,Australia,South Australia,Ming Nielsen,345.78,3457.8,3112.02,50,3162.02,false
ORD-000889,2022-02-24T07:00:00.000000,Headphones,Accessories,9,1476.4,10,East,Cash,Consumer,Distributor,Next Day,CUST-00398,SP-015,Li Wang,United Kingdom,Scotland,Ming Nielsen,1328.76,13287.6,11958.84,50,12008.84,true
ORD-000112,2022-02-28T05:00:00.000000,Laptop,Peripherals,3,554.49,15,East,Credit Card,Enterprise,Retail Store,Standard,CUST-00376,SP-030,Mia Wang,United Kingdom,England,Wei Singh,249.52,1663.47,1413.95,10,1423.95,false
ORD-000025,2022-03-05T03:00:00.000000,Tablet,Accessories,6,838.83,20,East,Cash,Consumer,Online,Pickup,CUST-00367,SP-006,Robert Popov,Australia,Victoria,Robert Jensen,1006.6,5032.98,4026.38,0,4026.38,false
ORD-000271,2022-03-08T22:00:00.000000,Mouse,Electronics,6,85.34,5,North,Credit Card,Enterprise,Direct Sales,Pickup,CUST-00450,SP-005,Linda Ahmed,Canada,Manitoba,David Kim,25.6,512.04,486.44,0,486.44,false
ORD-000010,2022-03-10T08:00:00.000000,Tablet,Electronics,9,538.41,10,Central,Bank Transfer,Small Business,Online,Next Day,CUST-00166,SP-009,Liam Schmidt,Canada,Ontario,Fatima Smith,484.57,4845.69,4361.12,50,4411.12,false
ORD-000485,2022-03-12T14:00:00.000000,Tablet,Peripherals,4,1095.07,20,West,Credit Card,Consumer,Online,Standard,CUST-00218,SP-035,Ava Oliveira,Australia,South Australia,Liam Singh,876.06,4380.28,3504.22,10,3514.22,false
ORD-000302,2022-03-14T14:00:00.000000,Headphones,Peripherals,3,1937.73,0,North,Credit Card,Consumer,Direct Sales,Express,CUST-00249,SP-023,Li Miller,Australia,Queensland,Yan Fischer,0.0,5813.19,5813.19,25,5838.19,false
ORD-000016,2022-03-14T15:00:00.000000,Desktop,Peripherals,9,1364.34,15,Central,Debit Card,Enterprise,Distributor,Standard,CUST-00092,SP-024,James Wang,United States,North Carolina,Richard Kumar,1841.86,12279.06,10437.2,10,10447.2,false
ORD-000381,2022-03-14T23:00:00.000000,Monitor,Electronics,1,1340.84,15,South,Debit Card,Government,Direct Sales,Pickup,CUST-00125,SP-010,Ahmed Sharma,United States,California,Charlotte Rodriguez,201.13,1340.84,1139.71,0,1139.71,false
ORD-000628,2022-03-17T00:00:00.000000,Keyboard,Peripherals,7,1361.89,20,North,Bank Transfer,Enterprise,Retail Store,Pickup,CUST-00480,SP-017,Jessica Andersen,Germany,Lower Saxony,Yan Wang,1906.65,9533.23,7626.58,0,7626.58,false
ORD-000638,2022-03-17T05:00:00.000000,Desktop,Peripherals,6,1513.02,20,West,Cash,Government,Distributor,Next Day,CUST-00346,SP-001,David Jones,Canada,Nova Scotia,Yan Jensen,1815.62,9078.12,7262.5,50,7312.5,false
ORD-000081,2022-03-17T07:00:00.000000,Monitor,Accessories,9,578.64,5,North,Credit Card,Small Business,Direct Sales,Express,CUST-00343,SP-042,John Jones,United Kingdom,Scotland,Barbara Ivanov,260.39,5207.76,4947.37,25,4972.37,false
ORD-000692,2022-03-18T23:00:00.000000,Mouse,Accessories,4,1370.92,20,East,Cash,Enterprise,Direct Sales,Pickup,CUST-00121,SP-024,Omar Oliveira,Canada,Quebec,Richard Kumar,1096.74,5483.68,4386.94,0,4386.94,false
ORD-000217,2022-03-22T10:00:00.000000,Tablet,Accessories,2,1240.57,20,South,PayPal,Enterprise,Retail Store,Next Day,CUST-00163,SP-041,Carlos Williams,Germany,Baden-Württemberg,Barbara Santos,496.23,2481.14,1984.91,50,2034.91,false
ORD-000059,2022-03-22T19:00:00.000000,Desktop,Electronics,9,991.93,10,Central,Credit Card,Consumer,Direct Sales,Standard,CUST-00349,SP-001,Wei Chen,Canada,Quebec,Yan Jensen,892.74,8927.37,8034.63,10,8044.63,false
ORD-000857,2022-03-28T01:00:00.000000,Headphones,Peripherals,9,183.48,5,East,PayPal,Enterprise,Online,Standard,CUST-00311,SP-044,Karen Li,United States,North Carolina,Emma Kumar,82.57,1651.32,1568.75,10,1578.75,false
ORD-000842,2022-03-31T14:00:00.000000,Keyboard,Peripherals,7,945.29,10,East,Debit Card,Government,Direct Sales,Pickup,CUST-00115,SP-043,Thomas Johnson,United States,Illinois,Elizabeth Fischer,661.7,6617.03,5955.33,0,5955.33,false
ORD-000411,2022-04-01T14:00:00.000000,Smartphone,Peripherals,7,686.95,5,West,Bank Transfer,Consumer,Direct Sales,Pickup,CUST-00336,SP-026,Luis Levy,Canada,Ontario,Charles Ivanov,240.43,4808.65,4568.22,0,4568.22,false
ORD-000993,2022-04-06T09:00:00.000000,Keyboard,Electronics,3,1864.28,0,East,Credit Card,Consumer,Distributor,Next Day,CUST-00415,SP-007,Charles Silva,United States,Ohio,Juan Cohen,0.0,5592.84,5592.84,50,5642.84,false
ORD-000020,2022-04-06T10:00:00.000000,Smartphone,Accessories,7,648.21,15,South,Cash,Enterprise,Direct Sales,Express,CUST-00419,SP-045,Olivia Martin,Germany,Saxony,Yuki Wang,680.62,4537.47,3856.85,25,3881.85,false
ORD-000092,2022-04-07T10:00:00.000000,Smartphone,Accessories,2,1417.22,5,South,Bank Transfer,Government,Distributor,Next Day,CUST-00374,SP-018,Fatima Chen,United Kingdom,Scotland,Richard Andersen,141.72,2834.44,2692.72,50,2742.72,false
ORD-000639,2022-04-09T00:00:00.000000,Printer,Electronics,7,346.49,15,South,Credit Card,Government,Direct Sales,Next Day,CUST-00366,SP-029,Ming Rodriguez,Germany,Lower Saxony,Isabella Popov,363.81,2425.43,2061.62,50,2111.62,false
ORD-000096,2022-04-09T08:00:00.000000,Desktop,Electronics,8,1186.71,10,West,Cash,Small Business,Distributor,Pickup,CUST-00081,SP-049,Liam Liu,Germany,Baden-Württemberg,Elizabeth Sharma,949.37,9493.68,8544.31,0,8544.31,false
ORD-000571,2022-04-10T16:00:00.000000,Speaker,Electronics,9,866.28,0,West,Bank Transfer,Small Business,Retail Store,Next Day,CUST-00274,SP-027,Susan Martin,Australia,New South Wales,Sofia Davis,0.0,7796.52,7796.52,50,7846.52,false
ORD-000359,2022-04-11T23:00:00.000000,Keyboard,Electronics,7,878.46,5,West,PayPal,Small Business,Retail Store,Next Day,CUST-00126,SP-003,Fatima Levy,Australia,South Australia,Mia Schmidt,307.46,6149.22,5841.76,50,5891.76,false
ORD-000865,2022-04-13T11:00:00.000000,Printer,Electronics,8,1123.79,20,West,PayPal,Small Business,Online,Express,CUST-00487,SP-045,Olivia Santos,United States,Illinois,Yuki Wang,1798.06,8990.32,7192.26,25,7217.26,false
ORD-000119,2022-04-15T18:00:00.000000,Headphones,Peripherals,1,521.94,5,Central,Bank Transfer,Government,Direct Sales,Pickup,CUST-00205,SP-044,Jessica Sharma,Australia,South Australia,Emma Kumar,26.1,521.94,495.84,0,495.84,false
ORD-000408,2022-04-20T13:00:00.000000,Desktop,Electronics,10,181.15,20,South,Cash,Government,Retail Store,Next Day,CUST-00095,SP-034,William Jensen,United States,Georgia,Luis Zhang,362.3,1811.5,1449.2,50,1499.2,false
ORD-000547,2022-04-20T23:00:00.000000,Speaker,Accessories,4,172.0,10,East,PayPal,Enterprise,Online,Standard,CUST-00272,SP-043,Hiroshi Jones,United States,North Carolina,Elizabeth Fischer,68.8,688.0,619.2,10,629.2,false
ORD-000309,2022-04-21T12:00:00.000000,Speaker,Electronics,5,1994.51,20,North,Debit Card,Consumer,Distributor,Next Day,CUST-00082,SP-003,Charlotte Tremblay,United States,Pennsylvania,Mia Schmidt,1994.51,9972.55,7978.04,50,8028.04,false
ORD-000027,2022-04-23T13:00:00.000000,Laptop,Peripherals,4,1578.33,5,North,Credit Card,Consumer,Distributor,Standard,CUST-00368,SP-037,Fatima Nguyen,United Kingdom,Wales,Liam Ivanov,315.67,6313.32,5997.65,10,6007.65,false
ORD-000061,2022-04-24T03:00:00.000000,Smartphone,Accessories,4,610.55,10,North,Bank Transfer,Enterprise,Direct Sales,Pickup,CUST-00336,SP-011,Luis Levy,Canada,Ontario,Carlos Kowalski,244.22,2442.2,2197.98,0,2197.98,false
ORD-000438,2022-04-25T01:00:00.000000,Keyboard,Peripherals,3,1182.85,5,South,Debit Card,Consumer,Direct Sales,Standard,CUST-00398,SP-003,Li Wang,United Kingdom,Scotland,Mia Schmidt,177.43,3548.55,3371.12,10,3381.12,false
ORD-000632,2022-04-26T09:00:00.000000,Printer,Accessories,6,536.85,5,South,Debit Card,Small Business,Direct Sales,Pickup,CUST-00289,SP-020,Pavel Martin,United Kingdom,England,Susan Le,161.06,3221.1,3060.04,0,3060.04,false
ORD-000017,2022-04-27T05:00:00.000000,Headphones,Accessories,4,151.08,20,West,Cash,Enterprise,Direct Sales,Next Day,CUST-00483,SP-048,Jessica Martin,Canada,New Brunswick,Hiroshi Popov,120.86,604.32,483.46,50,533.46,false
ORD-000846,2022-04-29T17:00:00.000000,Speaker,Electronics,5,1870.81,10,Central,Credit Card,Consumer,Direct Sales,Standard,CUST-00379,SP-039,Mia Oliveira,Canada,Ontario,Wei Wang,935.41,9354.05,8418.64,10,8428.64,false
ORD-000897,2022-05-06T09:00:00.000000,Desktop,Peripherals,3,836.26,5,West,Credit Card,Small Business,Online,Express,CUST-00472,SP-009,Sofia Andersen,Germany,Baden-Württemberg,Fatima Smith,125.44,2508.78,2383.34,25,2408.34,true
ORD-000618,2022-05-06T17:00:00.000000,Speaker,Accessories,6,1163.96,15,South,Debit Card,Consumer,Distributor,Next Day,CUST-00374,SP-047,Fatima Chen,United Kingdom,Scotland,Jennifer Chen,1047.56,6983.76,5936.2,50,5986.2,false
ORD-000315,2022-05-07T23:00:00.000000,Printer,Accessories,8,183.99,0,North,Debit Card,Government,Distributor,Next Day,CUST-00012,SP-024,John Weber,United Kingdom,England,Richard Kumar,0.0,1471.92,1471.92,50,1521.92,false
ORD-000428,2022-05-08T00:00:00.000000,Printer,Peripherals,8,1540.49,20,South,PayPal,Consumer,Retail Store,Standard,CUST-00125,SP-023,Ahmed Sharma,United States,California,Yan Fischer,2464.78,12323.92,9859.14,10,9869.14,true
ORD-000798,2022-05-08T20:00:00.000000,Desktop,Peripherals,4,468.66,15,South,Debit Card,Government,Retail Store,Standard,CUST-00204,SP-002,Susan Nowak,United States,Illinois,James Roy,281.2,1874.64,1593.44,10,1603.44,false
ORD-000229,2022-05-10T02:00:00.000000,Keyboard,Accessories,7,364.66,10,West,Debit Card,Consumer,Distributor,Pickup,CUST-00002,SP-020,Mary Brown,Germany,Lower Saxony,Susan Le,255.26,2552.62,2297.36,0,2297.36,false
ORD-000852,2022-05-10T23:00:00.000000,Mouse,Accessories,4,364.38,0,Central,Credit Card,Small Business,Online,Next Day,CUST-00323,SP-008,Elena Levy,Canada,Ontario,Omar Cohen,0.0,1457.52,1457.52,50,1507.52,false
ORD-000777,2022-05-11T14:00:00.000000,Keyboard,Peripherals,2,277.34,0,North,PayPal,Enterprise,Online,Pickup,CUST-00330,SP-006,Isabella Jones,Canada,Nova Scotia,Robert Jensen,0.0,554.68,554.68,0,554.68,false
ORD-000484,2022-05-12T13:00:00.000000,Monitor,Electronics,2,1923.79,15,North,Debit Card,Consumer,Direct Sales,Pickup,CUST-00123,SP-012,Mia Schmidt,Germany,Bavaria,James Roy,577.14,3847.58,3270.44,0,3270.44,false
ORD-000948,2022-05-12T18:00:00.000000,Desktop,Electronics,8,1526.7,20,Central,Debit Card,Small Business,Distributor,Standard,CUST-00436,SP-032,Olivia Liu,Australia,Tasmania,James Williams,2442.72,12213.6,9770.88,10,9780.88,false
ORD-000341,2022-05-13T15:00:00.000000,Tablet,Peripherals,6,430.2,20,Central,Bank Transfer,Consumer,Online,Express,CUST-00012,SP-041,John Weber,United Kingdom,England,Barbara Santos,516.24,2581.2,2064.96,25,2089.96,false
ORD-000693,2022-05-14T01:00:00.000000,Printer,Peripherals,1,1153.27,5,East,Bank Transfer,Consumer,Retail Store,Next Day,CUST-00253,SP-033,Yuki Williams,Australia,Western Australia,Yan Tremblay,57.66,1153.27,1095.61,50,1145.61,false
ORD-000358,2022-05-14T10:00:00.000000,Headphones,Electronics,6,469.08,20,North,PayPal,Enterprise,Online,Standard,CUST-00004,SP-028,Thomas Cohen,Germany,Bavaria,Karen Le,562.9,2814.48,2251.58,10,2261.58,false
ORD-000287,2022-05-15T00:00:00.000000,Speaker,Peripherals,2,1593.54,10,North,Cash,Enterprise,Direct Sales,Express,CUST-00371,SP-018,Mia Garcia,Canada,Nova Scotia,Richard Andersen,318.71,3187.08,2868.37,25,2893.37,false
ORD-000526,2022-05-16T17:00:00.000000,Headphones,Electronics,1,188.52,20,South,Cash,Consumer,Direct Sales,Standard,CUST-00319,SP-033,Carlos Nielsen,Canada,Alberta,Yan Tremblay,37.7,188.52,150.82,10,160.82,false
ORD-000371,2022-05-16T18:00:00.000000,Speaker,Peripherals,5,564.92,10,South,PayPal,Consumer,Distributor,Pickup,CUST-00145,SP-022,Olivia Li,Australia,Victoria,Liam Williams,282.46,2824.6,2542.14,0,2542.14,false
ORD-000580,2022-05-17T01:00:00.000000,Laptop,Accessories,2,1688.21,15,Central,Debit Card,Consumer,Distributor,Express,CUST-00129,SP-047,Sarah Liu,Germany,Baden-Württemberg,Jennifer Chen,506.46,3376.42,2869.96,25,2894.96,false
ORD-000997,2022-05-18T00:00:00.000000,Keyboard,Accessories,6,1747.84,0,South,Cash,Small Business,Retail Store,Next Day,CUST-00092,SP-026,James Wang,United States,North Carolina,Charles Ivanov,0.0,10487.04,10487.04,50,10537.04,false
ORD-000824,2022-05-20T07:00:00.000000,Mouse,Electronics,10,750.46,10,Central,Debit Card,Small Business,Distributor,Express,CUST-00301,SP-049,Isabella Kowalski,Germany,Baden-Württemberg,Elizabeth Sharma,750.46,7504.6,6754.14,25,6779.14,false
ORD-000066,2022-05-21T17:00:00.000000,Printer,Accessories,1,197.39,20,North,Credit Card,Small Business,Retail Store,Pickup,CUST-00464,SP-024,Akiko Brown,Canada,Quebec,Richard Kumar,39.48,197.39,157.91,0,157.91,false
ORD-000173,2022-05-21T22:00:00.000000,Keyboard,Peripherals,4,1007.64,0,Central,Credit Card,Government,Online,Express,CUST-00093,SP-006,Jennifer Singh,United Kingdom,Northern Ireland,Robert Jensen,0.0,4030.56,4030.56,25,4055.56,false
ORD-000811,2022-05-26T11:00:00.000000,Tablet,Peripherals,4,1967.96,20,East,Credit Card,Small Business,Retail Store,Express,CUST-00088,SP-026,Omar Brown,United States,Florida,Charles Ivanov,1574.37,7871.84,6297.47,25,6322.47,false
ORD-000843,2022-05-26T12:00:00.000000,Speaker,Peripherals,10,641.41,0,East,Credit Card,Enterprise,Online,Express,CUST-00195,SP-012,Sarah Nowak,Australia,Tasmania,James Roy,0.0,6414.1,6414.1,25,6439.1,false
ORD-000300,2022-05-26T18:00:00.000000,Printer,Peripherals,5,809.34,20,South,Bank Transfer,Consumer,Direct Sales,Standard,CUST-00243,SP-049,Lucas Suzuki,United States,Ohio,Elizabeth Sharma,809.34,4046.7,3237.36,10,3247.36,true
ORD-000970,2022-05-28T15:00:00.000000,Laptop,Electronics,1,105.87,0,West,Debit Card,Enterprise,Direct Sales,Next Day,CUST-00207,SP-001,Mason Wang,Germany,North Rhine-Westphalia,Yan Jensen,0.0,105.87,105.87,50,155.87,false
ORD-000194,2022-05-28T20:00:00.000000,Keyboard,Electronics,6,745.93,15,North,Bank Transfer,Enterprise,Distributor,Next Day,CUST-00381,SP-013,Karen Garcia,Canada,Quebec,Ava Jones,671.34,4475.58,3804.24,50,3854.24,false
ORD-000627,2022-05-29T20:00:00.000000,Keyboard,Accessories,4,391.49,0,Central,Debit Card,Enterprise,Online,Express,CUST-00267,SP-016,Maria Garcia,Australia,New South Wales,Ming Smirnov,0.0,1565.96,1565.96,25,1590.96,false
ORD-000763,2022-06-03T01:00:00.000000,Smartphone,Peripherals,8,421.69,5,West,PayPal,Consumer,Distributor,Express,CUST-00233,SP-031,Olivia Fischer,Australia,Queensland,Lucas Nielsen,168.68,3373.52,3204.84,25,3229.84,false
ORD-000074,2022-06-11T11:00:00.000000,Desktop,Electronics,4,79.47,0,North,Bank Transfer,Government,Distributor,Standard,CUST-00135,SP-047,Elena Miller,United Kingdom,Northern Ireland,Jennifer Chen,0.0,317.88,317.88,10,327.88,false
ORD-000148,2022-06-12T00:00:00.000000,Headphones,Accessories,3,773.67,10,North,Debit Card,Enterprise,Direct Sales,Standard,CUST-00391,SP-041,Lucas Jones,United States,Georgia,Barbara Santos,232.1,2321.01,2088.91,10,2098.91,false
ORD-000353,2022-06-12T03:00:00.000000,Laptop,Electronics,1,1446.97,0,North,Bank Transfer,Consumer,Online,Express,CUST-00476,SP-029,Ava Silva,Germany,North Rhine-Westphalia,Isabella Popov,0.0,1446.97,1446.97,25,1471.97,false
ORD-000961,2022-06-15T15:00:00.000000,Headphones,Accessories,6,314.15,0,South,PayPal,Enterprise,Distributor,Express,CUST-00071,SP-009,Omar Santos,United States,California,Fatima Smith,0.0,1884.9,1884.9,25,1909.9,false
ORD-000859,2022-06-16T18:00:00.000000,Monitor,Electronics,10,276.9,5,North,Bank Transfer,Enterprise,Distributor,Pickup,CUST-00475,SP-036,Yuki Nielsen,United Kingdom,Scotland,Pavel Le,138.45,2769.0,2630.55,0,2630.55,false
ORD-000106,2022-06-17T13:00:00.000000,Printer,Accessories,8,66.22,5,South,Bank Transfer,Consumer,Online,Express,CUST-00468,SP-023,David Garcia,United Kingdom,England,Yan Fischer,26.49,529.76,503.27,25,528.27,false
ORD-000144,2022-06-17T17:00:00.000000,Laptop,Accessories,7,1498.62,15,West,Debit Card,Small Business,Retail Store,Standard,CUST-00157,SP-037,Elena Smith,Australia,South Australia,Liam Ivanov,1573.55,10490.34,8916.79,10,8926.79,false
ORD-000186,2022-06-19T10:00:00.000000,Laptop,Electronics,2,1637.55,10,North,Cash,Small Business,Online,Next Day,CUST-00115,SP-044,Thomas Johnson,United States,Illinois,Emma Kumar,327.51,3275.1,2947.59,50,2997.59,false
ORD-000521,2022-06-19T16:00:00.000000,Headphones,Peripherals,4,1643.1,5,Central,Debit Card,Government,Retail Store,Next Day,CUST-00454,SP-024,Ahmed Mohamed,Germany,North Rhine-Westphalia,Richard Kumar,328.62,6572.4,6243.78,50,6293.78,false
ORD-000475,2022-06-22T02:00:00.000000,Mouse,Accessories,7,1352.13,10,Central,Debit Card,Consumer,Retail Store,Standard,CUST-00139,SP-010,Thomas Tran,Canada,New Brunswick,Charlotte Rodriguez,946.49,9464.91,8518.42,10,8528.42,false
ORD-000165,2022-06-23T18:00:00.000000,Laptop,Accessories,2,174.81,5,West,Credit Card,Enterprise,Online,Standard,CUST-00199,SP-041,James Tremblay,Germany,Hesse,Barbara Santos,17.48,349.62,332.14,10,342.14,false
